tweet,date,user_location,id,link
Carlos Aguirre es el nombre del SEGUNDO DUEÑO DEL CERTAMEN CORRUPTO DEL MISS UNIVERSE COLOMBIA. ES UN PILOTO QUE FUE CAPTURADO POR CULTIVOS ILÍCITOS Y NEXOS CON NARCOTRAFICO. Cómo dicen en la costa EL ES EL DEL BILLETE!!! No es NATALIE. Este TIPO SU DEBILIDAD SON LAS REINAS 🤮,2020-11-17 04:51:12,Colombia,1328561303863001088,https://twitter.com/i/web/status/1328561303863001088
"Lo mejor de miss universe Colombia definitivamente son los memes
#MissUniverseColombia",2020-11-17 04:51:07,,1328561279594876929,https://twitter.com/i/web/status/1328561279594876929
Qué bueno fue haber estado con dos viejos amigos hoy mientras veíamos el Miss robo Colombia.🥰,2020-11-17 04:51:01,"Armenia, Colombia",1328561257750945793,https://twitter.com/i/web/status/1328561257750945793
Se acuerdan que ni los colombianos queríamos que ganará Valeria la miss Colombia 2018 jajaja https://t.co/L6irp86Qwj,2020-11-17 04:50:35,COLOMBIA HIJUEMADRE,1328561147696582656,https://twitter.com/i/web/status/1328561147696582656
"No saben lo ridículos que se ven apoyando el ""Miss Universe Colombia"" https://t.co/IVuUhqrPf8",2020-11-17 04:50:30,,1328561124795674624,https://twitter.com/i/web/status/1328561124795674624
"@AnielicaYT De nada, acabo de ver la elección de la Miss Colombia y sinceramente me decepciono",2020-11-17 04:49:29,Barranquilla,1328560869773635585,https://twitter.com/i/web/status/1328560869773635585
todos hablando de miss universe Colombia y yo viendo un video de como un oso ahora es un sujeto de derecho🙃🙃🙃,2020-11-17 04:49:26,,1328560858302197760,https://twitter.com/i/web/status/1328560858302197760
@IndigoyAzul Esa miss Colombia tiene como la cabeza chiquita😂😂😂😂,2020-11-17 04:49:16,"Valencia, Venezuela. ",1328560815671283712,https://twitter.com/i/web/status/1328560815671283712
@miss_coronas La Verdad Tengo tanta Vergüenza de esta Organización. Un dia como Hoy lamento profundamente que El CNB no le Meta ese sentido empresarial a su Organización y Nunca Haber Tenido la Franquicia Propiamente De MU en Colombia 🥺🥺🥺🥺🥺,2020-11-17 04:49:13,"Ibagué, Colombia",1328560801565831168,https://twitter.com/i/web/status/1328560801565831168
"Mmmm, no me gustó este fin de semana. Nos golearon 3-0 a la selección, y nos metieron el Miss Universe más bombastic de la historia. 

Te vi mal ahí Colombia.",2020-11-17 04:49:08,"Cartagena, Colombia",1328560783454859265,https://twitter.com/i/web/status/1328560783454859265
El listado de un capo y Natalie Ackermann nueva dueña de Miss Universo en Colombia | Agencia de Periodismo Investigativo #MissUniverseColombia #MissUniversecolombia2020 #MissColombia  https://t.co/wqUNxIFgAe,2020-11-17 04:49:08,𝔼𝕃 𝕄𝕌ℕ𝔻𝕆,1328560782603333637,https://twitter.com/i/web/status/1328560782603333637
"@elmonosanchezof Y hasta los patrocinadores y RCN se fueron con el nuevo evento. A Miss Universe le parece que las políticas de Señorita Colombia son muy anticuadas poco o nada incluyentes. La moda son los transexuales y a Raimundo no le gustan esas m4ric4d4s, literal.",2020-11-17 04:49:05,"Ibagué, Colombia",1328560770746085377,https://twitter.com/i/web/status/1328560770746085377
